name,BRI,gri,g'r'i'
PS15cku,False,True,False
SNLS-06D2ce,False,True,False
SN2007oa,False,False,True
SN1999aw,True,False,False
SDSS-II SN 5439,False,False,True
SDSS-II SN 2538,False,False,True
SDSS-II SN 14918,False,False,True
SDSS-II SN 21173,False,False,True
SDSS-II SN 1184,False,False,True
SDSS-II SN 19175,False,False,True
SN2003U,True,False,False
SDSS-II SN 20851,False,False,True
SDSS-II SN 7951,False,False,True
SDSS-II SN 10620,False,False,True
SDSS-II SN 21171,False,False,True
SDSS-II SN 19131,False,False,True
SDSS-II SN 13684,False,False,True
SN2007ql,False,False,True
SN2006aa,False,False,True
SDSS-II SN 6288,False,False,True
SDSS-II SN 19065,False,False,True
SNLS-05D1dx,False,True,False
SDSS-II SN 15107,False,False,True
SN2007ic,False,False,True
SDSS-II SN 12939,False,False,True
SDSS-II SN 8600,False,False,True
SDSS-II SN 21878,False,False,True
SDSS-II SN 2148,False,False,True
SN1990B,True,False,False
SDSS-II SN 15761,False,False,True
SDSS-II SN 19674,False,False,True
SN2006jg,False,False,True
SDSS-II SN 20772,False,False,True
Gaia16att,True,False,False
SN2002jy,True,False,False
SDSS-II SN 13440,False,False,True
SDSS-II SN 18429,False,False,True
SDSS-II SN 17989,False,False,True
SDSS-II SN 12193,False,False,True
SDSS-II SN 2734,False,False,True
SDSS-II SN 15350,False,False,True
SN2006fr,False,False,True
SN2016htm,False,True,False
SDSS-II SN 20644,False,False,True
SDSS-II SN 18160,False,False,True
SDSS-II SN 15255,False,False,True
SN2003cg,True,False,False
SDSS-II SN 15146,False,False,True
SDSS-II SN 17770,False,False,True
SDSS-II SN 15325,False,False,True
SDSS-II SN 6805,False,False,True
SDSS-II SN 15026,False,False,True
SN2007oj,False,False,True
SN2003fj,False,True,False
SDSS-II SN 13287,False,False,True
SDSS-II SN 18296,False,False,True
SN2007cq,True,False,False
SDSS-II SN 12076,False,False,True
SN1998V,True,False,False
SDSS-II SN 17054,False,False,True
SN2000E,True,False,False
SDSS-II SN 14824,False,False,True
SN2008L,True,False,False
SDSS-II SN 18048,False,False,True
SDSS-II SN 20306,False,False,True
SDSS-II SN 2699,False,False,True
SN2005gq,False,False,True
SDSS-II SN 5804,False,False,True
SDSS-II SN 15603,False,False,True
SDSS-II SN 20751,False,False,True
SDSS-II SN 3016,False,False,True
SDSS-II SN 14619,False,False,True
PS1-13baf,False,True,False
SDSS-II SN 19726,False,False,True
SN2012hn,True,False,False
SDSS-II SN 16596,False,False,True
SDSS-II SN 18093,False,False,True
SDSS-II SN 14947,False,False,True
SDSS-II SN 13659,False,False,True
ASASSN-15jt,False,True,False
SDSS-II SN 19589,False,False,True
SDSS-II SN 19367,False,False,True
SN2010bc,False,True,False
SN2006pt,False,False,True
SDSS-II SN 13675,False,False,True
SDSS-II SN 6996,False,False,True
SDSS-II SN 15503,False,False,True
SDSS-II SN 15395,False,False,True
SDSS-II SN 13465,False,False,True
SDSS-II SN 1609,False,False,True
SN2007hn,False,True,False
SDSS-II SN 8744,False,False,True
SDSS-II SN 16646,False,False,True
SN1991bg,True,False,False
SDSS-II SN 21438,False,False,True
SNLS-04D1pp,False,True,False
SDSS-II SN 19746,False,False,True
SDSS-II SN 15620,False,False,True
SN2005ml,False,False,True
SDSS-II SN 9458,False,False,True
SDSS-II SN 20780,False,False,True
SDSS-II SN 19150,False,False,True
SDSS-II SN 14422,False,False,True
SDSS-II SN 14039,False,False,True
SDSS-II SN 18986,False,False,True
SN2006ll,False,False,True
SDSS-II SN 12941,False,False,True
Gaia15agc,False,True,False
PS1-10aeq,False,True,False
LSQ13vy,False,True,False
SDSS-II SN 20750,False,False,True
SDSS-II SN 14488,False,False,True
SDSS-II SN 17877,False,False,True
SDSS-II SN 15033,False,False,True
SDSS-II SN 6807,False,False,True
SDSS-II SN 17292,False,False,True
SDSS-II SN 7073,False,False,True
SN2006km,False,False,True
SN2004br,True,False,False
SDSS-II SN 19000,False,False,True
SDSS-II SN 15291,False,False,True
SPIRITS 15c,False,True,False
SN2006bf,False,True,False
SDSS-II SN 3223,False,False,True
SN2000dn,True,False,False
SN2006ix,False,False,True
SDSS-II SN 20391,False,False,True
SDSS-II SN 3529,False,False,True
SDSS-II SN 20759,False,False,True
SDSS-II SN 20599,False,False,True
SN2004as,True,False,False
SN2007mb,False,False,True
PS1-11uo,False,True,False
SDSS-II SN 18618,False,False,True
SDSS-II SN 5199,False,False,True
SDSS-II SN 21557,False,False,True
SDSS-II SN 19246,False,False,True
SNLS-04D3dd,False,True,False
SDSS-II SN 5803,False,False,True
SDSS-II SN 4240,False,False,True
SDSS-II SN 18275,False,False,True
Gaia15aan,True,False,False
SN2016cck,False,True,False
SDSS-II SN 13155,False,False,True
SDSS-II SN 18354,False,False,True
SN2016cor,False,True,False
SDSS-II SN 10843,False,False,True
SDSS-II SN 18632,False,False,True
SDSS-II SN 12929,False,False,True
SDSS-II SN 1200,False,False,True
SN2005ip,False,True,False
SDSS-II SN 13013,False,False,True
SN2006ko,False,False,True
SN2000cu,True,False,False
SDSS-II SN 2986,False,False,True
Gaia15aam,False,True,False
SN2016iyv,False,True,False
SNLS-03D1ar,False,True,False
SDSS-II SN 17374,False,False,True
SN1998dm,True,False,False
SDSS-II SN 18202,False,False,True
SDSS-II SN 822,False,False,True
SN2016cvn,False,True,False
SDSS-II SN 16038,False,False,True
SDSS-II SN 1650,False,False,True
SDSS-II SN 21457,False,False,True
SN2006gq,False,False,True
SDSS-II SN 8138,False,False,True
SDSS-II SN 12999,False,False,True
SDSS-II SN 16649,False,False,True
SDSS-II SN 19137,False,False,True
PS15bwh,False,True,False
SNLS-05D1if,False,True,False
SDSS-II SN 17536,False,False,True
SN2005hk,True,False,True
SDSS-II SN 7056,False,False,True
SDSS-II SN 14925,False,False,True
SDSS-II SN 17206,False,False,True
SDSS-II SN 18268,False,False,True
SDSS-II SN 21694,False,False,True
PS1-10byq,False,True,False
SDSS-II SN 12852,False,False,True
SDSS-II SN 20438,False,False,True
SDSS-II SN 8519,False,False,True
SN2005jx,False,False,True
SDSS-II SN 5811,False,False,True
SN2002bx,True,False,False
Gaia15aai,False,True,False
SDSS-II SN 20819,False,False,True
SDSS-II SN 19539,False,False,True
SDSS-II SN 4992,False,False,True
SDSS-II SN 15102,False,False,True
SDSS-II SN 5451,False,False,True
SDSS-II SN 20459,False,False,True
SN2006ok,False,False,True
SDSS-II SN 16170,False,False,True
SN2008A,True,False,False
SN2003hg,True,False,False
SN2006pm,False,False,True
SN2007sc,False,False,True
SN2005kj,False,False,True
SN2007mr,False,False,True
SDSS-II SN 18722,False,False,True
SDSS-II SN 7802,False,False,True
SDSS-II SN 19244,False,False,True
SDSS-II SN 20979,False,False,True
SDSS-II SN 18040,False,False,True
SDSS-II SN 13333,False,False,True
SDSS-II SN 13520,False,False,True
SDSS-II SN 15186,False,False,True
SDSS-II SN 13778,False,False,True
SDSS-II SN 20273,False,False,True
SDSS-II SN 14950,False,False,True
SDSS-II SN 18878,False,False,True
SN2005ff,False,False,True
SDSS-II SN 4029,False,False,True
SN2017ms,False,True,False
SDSS-II SN 14093,False,False,True
SDSS-II SN 17876,False,False,True
SDSS-II SN 21658,False,False,True
SN2007rh,False,False,True
SN2002ap,True,False,False
SDSS-II SN 15071,False,False,True
SNLS-04D3lu,False,True,False
SDSS-II SN 13976,False,False,True
SDSS-II SN 4959,False,False,True
SDSS-II SN 18615,False,False,True
SNLS-03D1gt,False,True,False
PS16uv,False,True,False
SN2005ko,False,False,True
SDSS-II SN 15972,False,False,True
SNLS-04D4ib,False,True,False
SN2006lb,False,False,True
SDSS-II SN 1229,False,False,True
SN1993ac,True,False,False
SDSS-II SN 10991,False,False,True
SDSS-II SN 20623,False,False,True
SDSS-II SN 18041,False,False,True
SDSS-II SN 21450,False,False,True
SDSS-II SN 18226,False,False,True
SN2006qf,False,False,True
SDSS-II SN 5917,False,False,True
SDSS-II SN 1750,False,False,True
SDSS-II SN 15477,False,False,True
SDSS-II SN 9626,False,False,True
Gaia15acp,False,True,False
SNLS-04D1pg,False,True,False
SDSS-II SN 21066,False,False,True
SDSS-II SN 5999,False,False,True
SDSS-II SN 15692,False,False,True
SDSS-II SN 4496,False,False,True
SDSS-II SN 9117,False,False,True
SN2006ht,False,False,True
SDSS-II SN 4175,False,False,True
SN2006oj,False,False,True
SDSS-II SN 15157,False,False,True
SDSS-II SN 14948,False,False,True
SN2007lk,False,False,True
SDSS-II SN 16199,False,False,True
SDSS-II SN 6867,False,False,True
SDSS-II SN 20915,False,False,True
SDSS-II SN 19031,False,False,True
SN2003it,True,False,False
SDSS-II SN 8702,False,False,True
SDSS-II SN 4035,False,False,True
SDSS-II SN 20611,False,False,True
SDSS-II SN 18039,False,False,True
SN2002cd,True,False,False
SN2005ci,True,False,False
SDSS-II SN 6560,False,False,True
SN2003hk,True,False,False
SDSS-II SN 13662,False,False,True
SDSS-II SN 15006,False,False,True
SDSS-II SN 15606,False,False,True
SN2005fw,False,False,True
SDSS-II SN 10146,False,False,True
SDSS-II SN 9433,False,False,True
SN2000fa,True,False,False
SDSS-II SN 6913,False,False,True
SN2013ej,True,True,False
SDSS-II SN 20411,False,False,True
SDSS-II SN 6589,False,False,True
SDSS-II SN 15974,False,False,True
SN2005hq,False,False,True
SDSS-II SN 19434,False,False,True
SDSS-II SN 13979,False,False,True
SDSS-II SN 19017,False,False,True
SDSS-II SN 20431,False,False,True
SDSS-II SN 15422,False,False,True
SN1999cl,True,False,False
SN2007md,False,False,True
SN2004at,True,False,False
SDSS-II SN 7882,False,False,True
SDSS-II SN 19557,False,False,True
SDSS-II SN 14753,False,False,True
SDSS-II SN 19104,False,False,True
SDSS-II SN 21822,False,False,True
SN2005lj,False,False,True
SDSS-II SN 20992,False,False,True
SDSS-II SN 17272,False,False,True
SN2007qy,False,False,True
SDSS-II SN 19682,False,False,True
SDSS-II SN 6715,False,False,True
SDSS-II SN 5235,False,False,True
SDSS-II SN 13726,False,False,True
SN2006oc,False,False,True
SDSS-II SN 16952,False,False,True
SN2006fu,False,False,True
SDSS-II SN 14584,False,False,True
SDSS-II SN 13378,False,False,True
SDSS-II SN 16452,False,False,True
SDSS-II SN 21207,False,False,True
SDSS-II SN 4032,False,False,True
SDSS-II SN 20505,False,False,True
SDSS-II SN 20251,False,False,True
SN2007pz,False,False,True
PS1-11mq,False,True,False
SDSS-II SN 14593,False,False,True
SDSS-II SN 16841,False,False,True
SNLS-04D1rx,False,True,False
SN2001bq,True,False,False
SDSS-II SN 4071,False,False,True
SDSS-II SN 19373,False,False,True
SN2010ar,False,True,False
SN2007ok,False,False,True
SDSS-II SN 13836,False,False,True
SDSS-II SN 17300,False,False,True
SN2005ie,False,False,True
SDSS-II SN 21325,False,False,True
SDSS-II SN 16724,False,False,True
SDSS-II SN 18982,False,False,True
SDSS-II SN 15587,False,False,True
SN2006sz,False,False,True
SDSS-II SN 14966,False,False,True
SDSS-II SN 19052,False,False,True
SDSS-II SN 4466,False,False,True
SDSS-II SN 5859,False,False,True
iPTF13z,False,True,False
SDSS-II SN 7412,False,False,True
SDSS-II SN 15386,False,False,True
SDSS-II SN 14472,False,False,True
SDSS-II SN 14429,False,False,True
SDSS-II SN 14090,False,False,True
SN1993Y,True,False,False
SDSS-II SN 17124,False,False,True
SDSS-II SN 13009,False,False,True
SDSS-II SN 5029,False,False,True
SDSS-II SN 16103,False,False,True
SDSS-II SN 18380,False,False,True
SDSS-II SN 19538,False,False,True
SDSS-II SN 19649,False,False,True
SDSS-II SN 14446,False,False,True
SDSS-II SN 9296,False,False,True
SDSS-II SN 3808,False,False,True
SDSS-II SN 15640,False,False,True
SDSS-II SN 3294,False,False,True
SDSS-II SN 18473,False,False,True
SN2016F,False,True,False
SDSS-II SN 14054,False,False,True
SN1998bw,True,False,False
SDSS-II SN 19804,False,False,True
SDSS-II SN 17169,False,False,True
SDSS-II SN 16980,False,False,True
SN2009ca,False,True,False
SDSS-II SN 8577,False,False,True
SN2005ik,False,False,True
SN2005mo,False,False,True
SDSS-II SN 20626,False,False,True
SN2005mq,False,False,True
SN2016hgw,False,True,False
SN2001fe,True,False,False
SN2001fh,True,False,False
SN2005lf,False,False,True
SDSS-II SN 2799,False,False,True
SDSS-II SN 20182,False,False,True
SDSS-II SN 1688,False,False,True
SN2006jn,False,False,True
SDSS-II SN 13383,False,False,True
SN2007qx,False,False,True
SDSS-II SN 20613,False,False,True
PS1-11yr,False,True,False
SNLS-04D3oe,False,True,False
SN2003ib,True,False,False
SDSS-II SN 15147,False,False,True
SN2006kq,False,False,True
SN2001bg,True,False,False
SDSS-II SN 17406,False,False,True
SDSS-II SN 21024,False,False,True
SDSS-II SN 13277,False,False,True
SN2006jj,False,False,True
SN2007lc,False,False,True
SN2016bey,False,True,False
SDSS-II SN 4853,False,False,True
SDSS-II SN 3506,False,False,True
SDSS-II SN 17855,False,False,True
SN2006fz,False,False,True
SN2002hw,True,False,False
SDSS-II SN 21367,False,False,True
SDSS-II SN 7670,False,False,True
SDSS-II SN 1464,False,False,True
SDSS-II SN 21600,False,False,True
SDSS-II SN 4907,False,False,True
SDSS-II SN 18049,False,False,True
SDSS-II SN 2666,False,False,True
LSQ12bld,False,True,False
SN2000dg,True,False,False
SDSS-II SN 19517,False,False,True
SDSS-II SN 3945,False,False,True
SN2017awz,False,True,False
SN2009nr,True,False,False
SN2017lv,False,True,False
SDSS-II SN 2468,False,False,True
SN2016dxv,False,True,False
SDSS-II SN 15657,False,False,True
SDSS-II SN 21130,False,False,True
SDSS-II SN 16876,False,False,True
SN1000+0216,False,False,True
SN2005fc,False,False,True
SN2011hw,True,False,False
SN2007oq,False,False,True
SDSS-II SN 5807,False,False,True
SN2005bw,True,False,False
SDSS-II SN 20621,False,False,True
SDSS-II SN 17443,False,False,True
SDSS-II SN 18304,False,False,True
SDSS-II SN 21655,False,False,True
SN2002he,True,False,False
SDSS-II SN 9194,False,False,True
SDSS-II SN 20597,False,False,True
SDSS-II SN 8978,False,False,True
SDSS-II SN 18766,False,False,True
SDSS-II SN 21630,False,False,True
SN2006ks,False,False,True
SN2006od,False,False,True
SDSS-II SN 13935,False,False,True
SDSS-II SN 15860,False,False,True
SN2016eky,False,True,False
SN2005je,False,False,True
SDSS-II SN 19606,False,False,True
SDSS-II SN 20047,False,False,True
SDSS-II SN 3421,False,False,True
SDSS-II SN 20905,False,False,True
SDSS-II SN 5164,False,False,True
SDSS-II SN 14249,False,False,True
SDSS-II SN 18242,False,False,True
SDSS-II SN 11156,False,False,True
SDSS-II SN 21377,False,False,True
SDSS-II SN 15084,False,False,True
SDSS-II SN 7907,False,False,True
SDSS-II SN 7502,False,False,True
SN2006fh,False,False,True
SDSS-II SN 17236,False,False,True
SDSS-II SN 10154,False,False,True
SDSS-II SN 20444,False,False,True
SDSS-II SN 15272,False,False,True
SDSS-II SN 15223,False,False,True
SDSS-II SN 15663,False,False,True
SDSS-II SN 14996,False,False,True
SN2007pw,False,False,True
SDSS-II SN 20247,False,False,True
SN1996bo,True,False,False
SDSS-II SN 2162,False,False,True
SN2007pa,False,False,True
SDSS-II SN 20892,False,False,True
SDSS-II SN 20559,False,False,True
SDSS-II SN 18177,False,False,True
SDSS-II SN 4206,False,False,True
SDSS-II SN 16434,False,False,True
SDSS-II SN 14491,False,False,True
SDSS-II SN 17371,False,False,True
SDSS-II SN 1415,False,False,True
SN2005jp,False,False,True
SDSS-II SN 5036,False,False,True
SDSS-II SN 4864,False,False,True
SDSS-II SN 21353,False,False,True
SDSS-II SN 16831,False,False,True
SN2007sn,False,False,True
SDSS-II SN 19525,False,False,True
SDSS-II SN 18607,False,False,True
SDSS-II SN 19652,False,False,True
SDSS-II SN 14538,False,False,True
SN2006om,False,False,True
SDSS-II SN 16085,False,False,True
SDSS-II SN 19212,False,False,True
SN1999cr,True,False,False
SDSS-II SN 14347,False,False,True
SDSS-II SN 13489,False,False,True
SDSS-II SN 9250,False,False,True
SDSS-II SN 16585,False,False,True
SDSS-II SN 20160,False,False,True
SDSS-II SN 14504,False,False,True
SDSS-II SN 8587,False,False,True
SNLS-04D3cp,False,True,False
SDSS-II SN 16089,False,False,True
SDSS-II SN 20744,False,False,True
SDSS-II SN 14209,False,False,True
SDSS-II SN 15675,False,False,True
SDSS-II SN 20616,False,False,True
SNLS-05D2ay,False,True,False
SDSS-II SN 17290,False,False,True
SNLS-04D2iu,False,True,False
SNLS-05D2ct,False,True,False
SDSS-II SN 19069,False,False,True
SN2002G,True,False,False
SN2005fi,False,False,True
SN2017ns,False,True,False
SDSS-II SN 12547,False,False,True
SN2005fn,False,False,True
SN2009kn,True,False,False
SDSS-II SN 9677,False,False,True
SDSS-II SN 4857,False,False,True
SDSS-II SN 15018,False,False,True
SNLS-03D1dj,False,True,False
SN2007jr,False,False,True
SDSS-II SN 4664,False,False,True
SN2012ap,True,False,False
SN2005bc,True,False,False
SDSS-II SN 11172,False,False,True
SDSS-II SN 17861,False,False,True
SN2006pl,False,False,True
SDSS-II SN 5707,False,False,True
SDSS-II SN 20046,False,False,True
SDSS-II SN 20655,False,False,True
PS1-11af,False,True,False
Gaia15ads,False,True,False
SDSS-II SN 20914,False,False,True
SDSS-II SN 18013,False,False,True
SDSS-II SN 21166,False,False,True
SN2016gmg,False,True,False
SDSS-II SN 1649,False,False,True
SDSS-II SN 19435,False,False,True
SDSS-II SN 13286,False,False,True
SDSS-II SN 15757,False,False,True
SDSS-II SN 16152,False,False,True
SDSS-II SN 18140,False,False,True
SDSS-II SN 21559,False,False,True
SDSS-II SN 17600,False,False,True
SDSS-II SN 11492,False,False,True
SNLS-05D1ee,False,True,False
SDSS-II SN 5323,False,False,True
SNLS-05D1er,False,True,False
SDSS-II SN 18313,False,False,True
SDSS-II SN 13807,False,False,True
SDSS-II SN 20168,False,False,True
SDSS-II SN 20961,False,False,True
iPTF16fnl,False,True,False
SN2008C,True,True,False
SDSS-II SN 8327,False,False,True
SDSS-II SN 11854,False,False,True
SDSS-II SN 2995,False,False,True
PS15aot,False,True,False
Gaia16aax,True,False,False
SN2007ni,False,False,True
SDSS-II SN 19599,False,False,True
SDSS-II SN 13887,False,False,True
SDSS-II SN 21403,False,False,True
SDSS-II SN 20714,False,False,True
SDSS-II SN 4695,False,False,True
SDSS-II SN 18593,False,False,True
SDSS-II SN 18830,False,False,True
SN2007jn,False,False,True
SDSS-II SN 14980,False,False,True
SDSS-II SN 4048,False,False,True
SN2006np,False,False,True
SDSS-II SN 18291,False,False,True
SN2005iy,False,False,True
SDSS-II SN 15113,False,False,True
SDSS-II SN 14712,False,False,True
SDSS-II SN 21400,False,False,True
SN2010ap,False,True,False
SN2006kg,False,False,True
SN2006sw,False,False,True
SN2005jl,False,False,True
SDSS-II SN 859,False,False,True
SDSS-II SN 703,False,False,True
SDSS-II SN 16981,False,False,True
SN2007qv,False,False,True
SNLS-05D3mh,False,True,False
SN2008bk,True,False,False
SDSS-II SN 3118,False,False,True
SDSS-II SN 20977,False,False,True
SN2005ku,False,True,True
SDSS-II SN 14100,False,False,True
SN2011fe,True,False,False
SN2006ku,False,False,True
SDSS-II SN 18376,False,False,True
SDSS-II SN 1841,False,False,True
SDSS-II SN 16412,False,False,True
SN2016hpx,False,True,False
SDSS-II SN 19582,False,False,True
SDSS-II SN 20473,False,False,True
SDSS-II SN 15511,False,False,True
SDSS-II SN 15081,False,False,True
SDSS-II SN 20300,False,False,True
SDSS-II SN 14578,False,False,True
SN2007nb,False,False,True
SDSS-II SN 19158,False,False,True
PS15cms,False,True,False
SDSS-II SN 13931,False,False,True
SDSS-II SN 18152,False,False,True
SDSS-II SN 14605,False,False,True
SDSS-II SN 22172,False,False,True
SN2006jv,False,False,True
SNLS-03D3ce,False,True,False
SDSS-II SN 1780,False,False,True
SDSS-II SN 15541,False,False,True
SDSS-II SN 21407,False,False,True
SDSS-II SN 13992,False,False,True
SDSS-II SN 21541,False,False,True
SN2007bj,True,False,False
SDSS-II SN 17840,False,False,True
SNLS-06D4co,False,True,False
SDSS-II SN 15160,False,False,True
SDSS-II SN 16009,False,False,True
SDSS-II SN 4686,False,False,True
SN2002fb,True,False,False
SDSS-II SN 15598,False,False,True
SDSS-II SN 14591,False,False,True
SDSS-II SN 13040,False,False,True
SDSS-II SN 21015,False,False,True
SDSS-II SN 7780,False,False,True
SN2003jd,True,False,False
SN2006go,False,False,True
SDSS-II SN 13104,False,False,True
SN2005cp,True,False,False
SDSS-II SN 18386,False,False,True
SDSS-II SN 14306,False,False,True
SN2007nt,False,False,True
SDSS-II SN 10210,False,False,True
SDSS-II SN 13106,False,False,True
DES15E2mlf,False,True,False
SDSS-II SN 15090,False,False,True
SDSS-II SN 13626,False,False,True
SDSS-II SN 19421,False,False,True
SNLS-04D2mh,False,True,False
SN2013dr,False,True,False
SDSS-II SN 5835,False,False,True
SN2007mk,False,False,True
SDSS-II SN 17049,False,False,True
SDSS-II SN 13904,False,False,True
SDSS-II SN 17397,False,False,True
SDSS-II SN 15309,False,False,True
SN2016axb,False,True,False
SDSS-II SN 20416,False,False,True
SDSS-II SN 15509,False,False,True
SDSS-II SN 7127,False,False,True
SDSS-II SN 18148,False,False,True
SNLS-05D2dt,False,True,False
SN1999ex,True,False,False
SDSS-II SN 21005,False,False,True
SDSS-II SN 20936,False,False,True
SDSS-II SN 16024,False,False,True
SDSS-II SN 706,False,False,True
SN2005mm,False,False,True
SDSS-II SN 19210,False,False,True
SDSS-II SN 18851,False,False,True
SDSS-II SN 16485,False,False,True
SDSS-II SN 18949,False,False,True
SDSS-II SN 16277,False,False,True
SN2007ol,False,False,True
SN2007oz,False,False,True
SN2009hd,True,False,False
ASASSN-15jl,False,True,False
SDSS-II SN 17097,False,False,True
SDSS-II SN 1632,False,False,True
SDSS-II SN 16160,False,False,True
SDSS-II SN 716,False,False,True
SDSS-II SN 21434,False,False,True
SNLS-04D4jr,False,True,False
SDSS-II SN 21464,False,False,True
SDSS-II SN 4651,False,False,True
SDSS-II SN 17760,False,False,True
SN2007se,False,False,True
SDSS-II SN 15360,False,False,True
SDSS-II SN 6714,False,False,True
SN2003fa,True,False,False
SDSS-II SN 4924,False,False,True
SDSS-II SN 20986,False,False,True
SDSS-II SN 13558,False,False,True
SDSS-II SN 18144,False,False,True
SDSS-II SN 8351,False,False,True
SDSS-II SN 940,False,False,True
SDSS-II SN 20494,False,False,True
SN2006ef,True,True,False
SN2001ah,True,False,False
SDSS-II SN 18019,False,False,True
SDSS-II SN 5279,False,False,True
SDSS-II SN 1302,False,False,True
SDSS-II SN 15359,False,False,True
SDSS-II SN 5121,False,False,True
SDSS-II SN 15076,False,False,True
SDSS-II SN 14744,False,False,True
SNLS-05D2cb,False,True,False
SDSS-II SN 18626,False,False,True
SDSS-II SN 5405,False,False,True
SN1998ab,True,False,False
SDSS-II SN 4117,False,False,True
SDSS-II SN 18321,False,False,True
PTF10nmn,False,True,False
DES17S1bch,False,True,False
SDSS-II SN 3216,False,False,True
SDSS-II SN 14770,False,False,True
SDSS-II SN 16946,False,False,True
PS1-10cbb,False,True,False
SDSS-II SN 7494,False,False,True
SDSS-II SN 13718,False,False,True
SDSS-II SN 22006,False,False,True
SDSS-II SN 5816,False,False,True
SDSS-II SN 21419,False,False,True
SN2001cz,True,False,False
SDSS-II SN 15085,False,False,True
SDSS-II SN 18188,False,False,True
SN2007ag,False,True,False
SN2006gt,False,True,False
SDSS-II SN 13308,False,False,True
SNLS-05D3kt,False,True,False
SNLS-05D3jr,False,True,False
SDSS-II SN 16415,False,False,True
SDSS-II SN 9414,False,False,True
SDSS-II SN 8888,False,False,True
SDSS-II SN 14083,False,False,True
SDSS-II SN 18671,False,False,True
SN2005eh,False,False,True
SDSS-II SN 16472,False,False,True
SDSS-II SN 5995,False,False,True
SDSS-II SN 18369,False,False,True
SDSS-II SN 16586,False,False,True
SDSS-II SN 15789,False,False,True
SN2009dt,False,True,False
SDSS-II SN 21565,False,False,True
SDSS-II SN 5314,False,False,True
SDSS-II SN 21605,False,False,True
SDSS-II SN 21009,False,False,True
SN2009kr,True,False,False
SDSS-II SN 10090,False,False,True
SN2006oy,False,False,True
SDSS-II SN 1024,False,False,True
SDSS-II SN 18823,False,False,True
SDSS-II SN 10559,False,False,True
SN2007pu,False,False,True
Gaia16azl,True,False,False
SDSS-II SN 5058,False,False,True
SDSS-II SN 14068,False,False,True
SDSS-II SN 2346,False,False,True
SDSS-II SN 17679,False,False,True
SDSS-II SN 18129,False,False,True
SDSS-II SN 13888,False,False,True
SDSS-II SN 13997,False,False,True
SDSS-II SN 16003,False,False,True
SDSS-II SN 14617,False,False,True
SDSS-II SN 13535,False,False,True
ASASSN-15py,False,True,False
SDSS-II SN 19326,False,False,True
SDSS-II SN 20854,False,False,True
SNLS-06D4cl,False,True,False
SDSS-II SN 19821,False,False,True
SDSS-II SN 5659,False,False,True
SNLS-05D2nn,False,True,False
SNLS-03D1fq,False,True,False
SN2007nj,False,False,True
SDSS-II SN 10654,False,False,True
SDSS-II SN 2078,False,False,True
SDSS-II SN 7444,False,False,True
SDSS-II SN 16220,False,False,True
SDSS-II SN 20660,False,False,True
SDSS-II SN 20662,False,False,True
SDSS-II SN 17647,False,False,True
SDSS-II SN 15884,False,False,True
SDSS-II SN 19885,False,False,True
SDSS-II SN 15289,False,False,True
SDSS-II SN 15176,False,False,True
SDSS-II SN 15730,False,False,True
SDSS-II SN 17508,False,False,True
SDSS-II SN 773,False,False,True
SDSS-II SN 20757,False,False,True
SDSS-II SN 16417,False,False,True
SDSS-II SN 20476,False,False,True
SDSS-II SN 20091,False,False,True
SDSS-II SN 6149,False,False,True
PTF11kmb,False,True,False
SN2016ac,False,True,False
SDSS-II SN 18103,False,False,True
SN2016dsy,False,True,False
SDSS-II SN 16868,False,False,True
SDSS-II SN 14769,False,False,True
SDSS-II SN 3719,False,False,True
SDSS-II SN 5909,False,False,True
SDSS-II SN 20482,False,False,True
SN2007ie,False,False,True
SDSS-II SN 14252,False,False,True
SDSS-II SN 18353,False,False,True
SDSS-II SN 13066,False,False,True
SDSS-II SN 17526,False,False,True
SDSS-II SN 4952,False,False,True
SDSS-II SN 16866,False,False,True
SDSS-II SN 19360,False,False,True
SN2007lw,False,False,True
SDSS-II SN 13940,False,False,True
SNLS-04D3do,False,True,False
SN2005iw,False,False,True
SDSS-II SN 14862,False,False,True
SN2015az,False,True,False
SDSS-II SN 18238,False,False,True
SNLS-06D4eu,False,True,False
SDSS-II SN 19114,False,False,True
SDSS-II SN 20726,False,False,True
SDSS-II SN 16129,False,False,True
SDSS-II SN 10301,False,False,True
SN2006qk,False,False,True
SDSS-II SN 19181,False,False,True
SDSS-II SN 21696,False,False,True
SDSS-II SN 5686,False,False,True
SNLS-05D3hq,False,True,False
SN2005go,False,False,True
SN2006hb,True,True,False
SDSS-II SN 2070,False,False,True
SDSS-II SN 18361,False,False,True
SDSS-II SN 9026,False,False,True
SN2005im,False,False,True
SN1994Q,True,False,False
LSQ12aor,False,True,False
Gaia16afk,False,True,False
SDSS-II SN 1662,False,False,True
SDSS-II SN 7636,False,False,True
SDSS-II SN 13857,False,False,True
SN2007mf,False,False,True
PS1-11aj,False,True,False
SN2007qg,False,False,True
SN2006ac,True,False,False
SNLS-05D2ie,False,True,False
SDSS-II SN 15053,False,False,True
SDSS-II SN 21150,False,False,True
SDSS-II SN 14655,False,False,True
SN2016asf,False,True,False
SDSS-II SN 19600,False,False,True
SDSS-II SN 19094,False,False,True
SDSS-II SN 7480,False,False,True
SDSS-II SN 11771,False,False,True
SDSS-II SN 1131,False,False,True
SN1994M,True,False,False
SDSS-II SN 10938,False,False,True
SDSS-II SN 16870,False,False,True
SDSS-II SN 15398,False,False,True
SN2000ce,True,False,False
